ZoneName,OrgName,OrgType,Sex,Age,MarStatus,EduLevele,Fieldcat,Expiriance,Possition,AvilStatistician,ResearchPractice,statisticalprocedures,DataHandling,WayDatAnalysis,AsField,InstStatician,Attention,SuportResearch,Encourage,workposition,understood,DegreeLevel,NeededPlan,Access,Apply,TrianingNeed,Agecat,Expcat,Awareness
Wolayta Zone,Development Association,Non-government,Male,29,Married,BSc Degree,Agriculture and natural resource,8,Possion holder,No,Sometimes,No,when  asked by the hiegher body,using comittes,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Wolayta Zone,Development Association,Non-government,Female,25,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,Development Association,Non-government,Male,31,Married,MSc Degree,Business and economics,1,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,Development Association,Non-government,Male,46,Married,BSc Degree,Agriculture and natural resource,9,profetional worker,Yes,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,Development Association,Non-government,Male,48,Married,BSc Degree,Business and economics,13,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Wolayta Zone,Development Association,Non-government,Male,24,Single,BSc Degree,Business and economics,5,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,Development Association,Non-government,Male,35,Married,BSc Degree,Social and humanity,6,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Wolayta Zone,Development Association,Non-government,Male,35,Married,BSc Degree,Agriculture and natural resource,5,profetional worker,No,Never,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,Development Association,Non-government,Male,29,Married,MSc Degree,Business and economics,6,profetional worker,Yes,Never,Yes,prepared by profetionals,using comittes,Yes,No,Disagree,Yes,No,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Wolayta Zone,Development Association,Non-government,Female,25,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,Development Association,Non-government,Male,46,Married,BSc Degree,Agriculture and natural resource,9,profetional worker,Yes,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,Development Association,Non-government,Male,31,Married,MSc Degree,Business and economics,1,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,Development Association,Non-government,Male,48,Married,BSc Degree,Business and economics,13,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Wolayta Zone,water and enerji,Government,Male,29,Single,BSc Degree,Engineering technology,3,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,27,Married,BSc Degree,Engineering technology,1,profetional worker,Yes,Sometimes,No,prepared by profetionals,in scientific way with profetionals,No,Yes,Disagree,No,Yes,Yes,No,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,30,Single,BSc Degree,Social and humanity,3,profetional worker,No,Sometimes,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,40,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,32,Married,BSc Degree,Natural and computational sciences,3,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,32,Married,MSc Degree,Engineering technology,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,39,Married,MSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,49,Married,MSc Degree,Business and economics,5,profetional worker,No,Sometimes,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,38,Single,BSc Degree,Natural and computational sciences,11,profetional worker,Yes,Never,Yes,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,Yes,No,No,Yes,Yes,Yes,No,Yes,31-40,15-Nov,Yes
Wolayta Zone,water and enerji,Government,Female,27,Single,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Female,23,Single,BSc Degree,Business and economics,2,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Female,26,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,38,Married,BSc Degree,Business and economics,12,profetional worker,No,Usually,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Wolayta Zone,water and enerji,Government,Female,48,Married,BSc Degree,Business and economics,13,profetional worker,No,Never,Yes,when  asked by the hiegher body,using comittes,No,Yes,some level agree,No,No,No,No,Yes,No,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Wolayta Zone,water and enerji,Government,Male,40,Married,BSc Degree,Agriculture and natural resource,5,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,58,Married,BSc Degree,Business and economics,10,profetional worker,Yes,Always,No,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,water and enerji,Government,Male,45,Married,BSc Degree,Business and economics,10,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,water and enerji,Government,Male,35,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,No,Yes,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,27,Married,BSc Degree,Engineering technology,1,profetional worker,Yes,Sometimes,No,prepared by profetionals,in scientific way with profetionals,No,Yes,Disagree,No,Yes,Yes,No,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,40,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,32,Married,MSc Degree,Engineering technology,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,49,Married,MSc Degree,Business and economics,5,profetional worker,No,Sometimes,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Female,27,Single,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Female,26,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Female,48,Married,BSc Degree,Business and economics,13,profetional worker,No,Never,Yes,when  asked by the hiegher body,using comittes,No,Yes,some level agree,No,No,No,No,Yes,No,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Wolayta Zone,water and enerji,Government,Male,58,Married,BSc Degree,Business and economics,10,profetional worker,Yes,Always,No,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,water and enerji,Government,Male,35,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,No,Yes,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,29,Single,BSc Degree,Engineering technology,3,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,30,Single,BSc Degree,Natural and computational sciences,3,profetional worker,No,Sometimes,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,32,Married,BSc Degree,Natural and computational sciences,3,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,water and enerji,Government,Male,39,Married,MSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,38,Single,BSc Degree,Natural and computational sciences,11,profetional worker,Yes,Never,Yes,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,Yes,No,No,Yes,Yes,Yes,No,Yes,31-40,15-Nov,Yes
Wolayta Zone,water and enerji,Government,Female,23,Single,BSc Degree,Business and economics,2,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,38,Married,BSc Degree,Business and economics,12,profetional worker,No,Usually,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Wolayta Zone,water and enerji,Government,Male,40,Married,BSc Degree,Agriculture and natural resource,5,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,water and enerji,Government,Male,45,Married,BSc Degree,Business and economics,10,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,interprize,Government,Female,24,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,34,Married,MSc Degree,Agriculture and natural resource,6,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Wolayta Zone,interprize,Government,Male,30,Married,BSc Degree,Business and economics,6,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Wolayta Zone,interprize,Government,Male,34,Married,BSc Degree,Business and economics,7,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Agree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,No
Wolayta Zone,interprize,Government,Male,32,Married,MSc Degree,Social and humanity,1,profetional worker,No,Sometimes,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,38,Married,BSc Degree,Business and economics,5,profetional worker,No,Always,No,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,35,Married,BSc Degree,Agriculture and natural resource,9,profetional worker,No,Never,No,prepared by profetionals,using comittes,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Wolayta Zone,interprize,Government,Male,47,Married,BSc Degree,Agriculture and natural resource,8,profetional worker,No,Never,No,when  asked by the hiegher body,using comittes,Yes,No,some level agree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Wolayta Zone,interprize,Government,Male,38,Married,BSc Degree,Social and humanity,4,profetional worker,No,Usually,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,36,Married,MSc Degree,Agriculture and natural resource,8,profetional worker,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,Yes,No,No,No,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Wolayta Zone,interprize,Government,Male,30,Married,MSc Degree,Business and economics,13,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,No,Yes,Disagree,Yes,No,No,No,No,No,Yes,Yes,No,20-30,15-Nov,No
Wolayta Zone,interprize,Government,Male,30,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Never,No,when  asked by the hiegher body,using comittes,Yes,No,some level agree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,30,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,35,Single,MSc Degree,Engineering technology,2,profetional worker,No,Sometimes,No,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,49,Married,BSc Degree,Business and economics,5,profetional worker,No,Always,No,prepared by profetionals,using comittes,Yes,No,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,38,Married,BSc Degree,Business and economics,4,profetional worker,No,Usually,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,38,Married,BSc Degree,Natural and computational sciences,2,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,No,No,some level agree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,42,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Always,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,35,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,28,Married,MSc Degree,Engineering technology,3,profetional worker,No,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,28,Single,MSc Degree,Engineering technology,2,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,No,No,No,Yes,Yes,No,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,39,Married,BSc Degree,Engineering technology,2,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,37,Married,MSc Degree,Business and economics,4,profetional worker,No,Usually,No,prepared by profetionals,using comittes,Yes,No,some level agree,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Female,52,Married,BSc Degree,Behavioral science,5,profetional worker,No,Never,Yes,Besed on the understanding of the worker,other,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Wolayta Zone,interprize,Government,Female,28,Married,BSc Degree,Social and humanity,7,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Wolayta Zone,interprize,Government,Female,29,Married,BSc Degree,Agriculture and natural resource,9,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Wolayta Zone,interprize,Government,Male,49,Married,MSc Degree,Business and economics,5,profetional worker,No,Sometimes,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,58,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Female,28,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,30,Married,MSc Degree,Business and economics,2,profetional worker,No,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,30,Married,MSc Degree,Business and economics,9,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Wolayta Zone,interprize,Government,Male,30,Single,BSc Degree,Business and economics,3,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,27,Married,BSc Degree,Engineering technology,1,profetional worker,Yes,Sometimes,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,interprize,Government,Male,36,Married,BSc Degree,Business and economics,4,profetional worker,No,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,No,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,interprize,Government,Male,58,Married,MSc Degree,Social and humanity,8,profetional worker,No,Never,Yes,Besed on the understanding of the worker,using comittes,No,Yes,some level agree,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Wolayta Zone,interprize,Government,Male,34,Married,BSc Degree,Business and economics,9,Possion holder,No,Usually,No,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,Yes,No,No,Yes,No,Yes,No,Yes,31-40,10-Jun,No
Wolayta Zone,employee,Government,Male,38,Married,MSc Degree,Business and economics,4,profetional worker,No,Never,No,prepared by profetionals,using comittes,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,employee,Government,Female,35,Married,BSc Degree,Business and economics,2,profetional worker,No,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,No,No,No,Yes,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,employee,Government,Male,50,Married,BSc Degree,Behavioral science,4,profetional worker,Yes,Sometimes,Yes,other,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Wolayta Zone,employee,Government,Male,41,Married,BSc Degree,Business and economics,4,profetional worker,No,Always,No,other,using comittes,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,employee,Government,Female,32,Married,MSc Degree,Behavioral science,3,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,employee,Government,Female,28,Married,BSc Degree,Social and humanity,2,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,some level agree,No,No,No,No,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,employee,Government,Male,40,Married,MSc Degree,Business and economics,1,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,employee,Government,Male,54,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,employee,Government,Male,40,Married,MSc Degree,Agriculture and natural resource,4,profetional worker,Yes,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,Yes,No,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,employee,Government,Female,45,Married,MSc Degree,Business and economics,10,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Wolayta Zone,employee,Government,Male,30,Married,BSc Degree,Social and humanity,8,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,10-Jun,No
Wolayta Zone,employee,Government,Female,30,Married,BSc Degree,Agriculture and natural resource,9,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,Yes,Yes,No,No,No,Yes,Yes,Yes,No,20-30,10-Jun,No
Wolayta Zone,employee,Government,Male,29,Married,BSc Degree,Business and economics,2,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Wolayta Zone,employee,Government,Male,42,Married,MSc Degree,Agriculture and natural resource,3,profetional worker,No,Never,No,prepared by profetionals,using comittes,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Wolayta Zone,employee,Government,Male,34,Married,BSc Degree,Agriculture and natural resource,4,profetional worker,No,Usually,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Wolayta Zone,employee,Government,Female,35,Married,MSc Degree,Business and economics,1,profetional worker,Yes,Never,No,when  asked by the hiegher body,in scientific way with profetionals,Yes,No,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
